SNo,Date,StartupName,Location,IndustryVertical,SubVertical,InvestorsName,InvestmentType,AmountInUSD,Remarks
56,2015-02-02 00:00:00,Faaya,,,,Group of Angel Investors,Seed Funding,16600,At the 10 minute million event
57,2015-02-02 00:00:00,InstaBounce,,,,Group of Angel Investors,Seed Funding,16600,At the 10 minute million event
58,2015-02-02 00:00:00,Chloroplast Foods,,,,Group of Angel Investors,Seed Funding,16600,At the 10 minute million event
59,2015-02-02 00:00:00,Dealwithus,,,,Group of Angel Investors,Seed Funding,16600,At the 10 minute million event
60,2015-02-02 00:00:00,CleverSharks,,,,Group of Angel Investors,Seed Funding,16600,At the 10 minute million event
61,2015-02-02 00:00:00,Leaf,,,,Group of Angel Investors,Seed,16600,At the 10 minute million event
62,2015-02-02 00:00:00,SmartPocket,,,,"Sol Primero, Rajiv Mehta",Seed,250000,For mobile app
63,2015-02-02 00:00:00,Yumist,,,,Orios Venture Partner,Private Equity,1000000,
64,2015-02-02 00:00:00,NowFloats,,,,Omidyar Network,Private Equity,,Series A
65,2015-02-02 00:00:00,FirstCry,,,,Valiant Capital Partners,Private Equity,26000000,Series D
66,2015-02-02 00:00:00,HolaChef,,,,India Quotient,Seed,325000,
67,2015-03-02 00:00:00,Frsh.co.in,,,,"India Quotient, Kae Capital",Seed,518000,
68,2015-03-02 00:00:00,Manthan,,,,"Temasek, Norwest Venture Partners",Private Equity,60000000,Series D
69,2015-05-02 00:00:00,Kobster.com,,,,Splice Advisors,Seed,,
70,2015-05-02 00:00:00,Culture Machine,,,,"Tiger Global, Times Internet, Zodius Capital",Private Equity,18000000,Series B
71,2015-05-02 00:00:00,Paytm,,,,Ant Financial Services (Alipay),Private Equity,,Strategic Investment (25% stake)
72,2015-05-02 00:00:00,Aisle.co,,,,"Anand Vijay, Shashank Mehrotra & Others",Seed,100000,
73,2015-06-02 00:00:00,FreeCharge,,,,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,80000000,Series C
74,2015-06-02 00:00:00,NewsHunt,,,,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,40000000,Series C
75,2015-09-02 00:00:00,MyNoticePeriod,,,,IDG Ventures,Private Equity,3000000,Series A
76,2015-09-02 00:00:00,CarDekho.com,,,,Ratan Tata,Private Equity,,
77,2015-09-02 00:00:00,Faaso’s,,,,Lightbox Ventures,Private Equity,20000000,Series B
78,2015-10-02 00:00:00,CarTrade.com,,,,Chip Perry,Private Equity,,
79,2015-10-02 00:00:00,StoreKing,,,,Mangrove Capital Partners,Private Equity,,
80,2015-11-02 00:00:00,Capital Float,,,,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,13000000,Series A
81,2015-11-02 00:00:00,Nimble Wireless,,,,AngelPrime,Seed,3000000,
82,2015-11-02 00:00:00,Townscript,,,,Group of Angel Investors,Seed,,
83,2015-11-02 00:00:00,FindYahan,,,,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",Seed,,
84,2015-12-02 00:00:00,Stayzilla,,,,"Nexus Venture Partners, Matrix Partners",Private Equity,20000000,Series B
85,2015-12-02 00:00:00,Practo,,,,"Sequoia Capital, Matrix Partners",Private Equity,30000000,Series B
86,13/02/2015,CimplyFive,,,,"Suresh Senapaty, TV Mohandas Pai",Seed,,
87,13/02/2015,20Dresses,,,,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",Seed,1000000,
88,13/02/2015,Itzcash,,,,Ashok Goel (promoter),Private Equity,16500000,Promoter Commitment
89,16/02/2015,NewsInShorts,,,,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,4150000,Series A
90,16/02/2015,iTraveller.com,,,,ah! Ventures,Private Equity,1000000,Series A
91,17/02/2015,NextGen,,,,Mumbai Angels & Group of other investors,Seed,,
92,18/02/2015,Wooplr.com,,,,Helion Venture Partners,Private Equity,5000000,Series A
93,19/05/2015,Springleap,,,,Cross Border Angels,Seed,800000,
94,20/02/2015,Klip.in,,,,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed,500000,
95,20/02/2015,Renderlogy,,,,Brick Eagle,Private Equity,1600000,Series A
96,21/02/2015,Appbase,,,,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",Seed,290000,Grant + Seed funding
97,23/02/2015,HomeLane,,,,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,4500000,Series A
98,23/02/2015,Trip38,,,,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,1000000,Series A
99,23/02/2015,Smartairtrip.com,,,,Undisclosed,Private Equity,10000000,Series A
100,23/02/2015,NoBroker,,,,"SAIF Partners, Fulcrum Ventures",Private Equity,3000000,Series A
101,24/02/2015,Caravan Craft Retail,,,,"Unitus Seed Fund ,Narayan Ramachandran, Bijou Kurien",Seed,500000,
102,25/02/2015,SquadRun,,,,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",Seed,,
103,25/02/2015,Clonect Solutions,,,,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",Seed,250000,
104,25/02/2015,TaxSutra,,,,"V Balakrishnan, T V Mohandas Pai",Seed,160000,
105,25/02/2015,PepperTap,,,,Sequoia Capital,Seed,,
106,25/02/2015,Sattviko,,,,"Sumit Jain, Rajat Jain, Sanjay Bhasin",Seed,320000,
107,25/02/2015,IndustryBuying,,,,SAIF Partners,Private Equity,2000000,Series A
108,26/02/2015,FreshWorld,,,,"Kris Gopalakrishnan, Nagaraja Prakasam",Seed,,
109,26/02/2015,TinyOwl,,,,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,16000000,Series B
110,27/02/2015,Momoe,,,,"IDG Ventures India, Jungle Ventures, India Quotient.",Seed,1200000,
111,27/02/2015,Grofers,,,,"Tiger Global Management, Sequoia Capital India",Private Equity,10000000,Series A
112,2015-02-03 00:00:00,TrulyMadly.com,,,,"Helion Venture Partners, Kae Capital",Private Equity,5500000,Series A
113,2015-02-03 00:00:00,InstaLively,,,,Group of Angel Investors,Seed Funding,120000,
114,2015-03-03 00:00:00,Vserv,,,,"Maverick Capital, IDG Ventures India",Private Equity,15000000,
115,2015-03-03 00:00:00,Intruo.com,,,,"Ashutosh Lawania, Alok Goel & others",Seed Funding,,
116,2015-05-03 00:00:00,Niffler,,,,SAIF Partners,Seed Funding,1000000,
117,2015-05-03 00:00:00,CustomFurnish.com,,,,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,2500000,
118,2015-06-03 00:00:00,MapMyGenome,,,,Rajan Anandan & other angel investors,Private Equity,1200000,
119,2015-09-03 00:00:00,Crowdfire (formerly Justunfollow),,,,Kalaari Capital,Private Equity,2500000,
120,2015-09-03 00:00:00,Bite Club,,,,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,500000,
121,2015-10-03 00:00:00,Localbanya,,,,Shrem Strategies,Private Equity,,Series B
122,2015-11-03 00:00:00,Appedo,,,,Undisclosed Investors,Seed Funding,1000000,
123,2015-11-03 00:00:00,Fitraq.com,,,,Tarun Arora,Seed Funding,150000,
124,2015-11-03 00:00:00,ChargeBee,,,,"Tiger Global, Accel Partners",Private Equity,5000000,Series B
125,2015-11-03 00:00:00,Groupon India,,,,Sequoia Capital,Private Equity,20000000,
126,2015-12-03 00:00:00,Process 9,,,,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,,
127,2015-12-03 00:00:00,MoonFrog Labs,,,,"Tiger Global, Sequoia Capital.",Private Equity,15000000,Series A
128,13/03/2015,Foodpanda,,,,Rocket Internet AG & others,Private Equity,110000000,Series C
129,13/03/2015,Paytm,,,,Ratan Tata,Private Equity,,More details
130,13/03/2015,DiabetOmics,,,,"VentureEast,  Varaprasad Reddy",Private Equity,5000000,Series C
131,13/03/2015,Qyk,,,,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,,
132,14/03/2015,Daily Rounds,,,,"Kae Capital, GSF, Teruhide Sato",Seed Funding,500000,
133,14/03/2015,Orobind,,,,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,200000,
134,14/03/2015,Routofy,,,,"Kunal Bahl, Rohit Bansal",Seed Funding,,
135,16/03/2015,Digital Gorkha,,,,Ramesh kavediya,Seed Funding,166000,
136,16/03/2015,NestAway,,,,"IDG Ventures, Naveen Tewari",Seed Funding,1300000,
137,16/03/2015,The Better India,,,,I-cube-N,Seed Funding,166000,
138,16/03/2015,Meru Cabs,,,,Value Fund Advisors,Private Equity,50000000,
139,17/03/2015,GolfLAN,,,,YourNest Angel Fund,Seed Funding,,
140,18/03/2015,Drivestream,,,,Wipro,Private Equity,5000000,
141,18/03/2015,wWhere,,,,Group of Angel Investors,Seed Funding,200000,
142,18/03/2015,GoJavas,,,,Snapdeal,Private Equity,,"Minority stake, Strategic"
143,19/03/2015,Tripoto,,,,"IDG Ventures, Outbox Ventures",Private Equity,2000000,Pre-Series A
144,19/03/2015,Graphic India,,,,"CA Media LP,  Start Media.",Seed Funding,2800000,
145,20/03/2015,Harness Handitouch,,,,Armat Group,Private Equity,,Series A
146,20/03/2015,Lets Corp,,,,Wu Chay Chin,Seed Funding,3000000,
147,20/03/2015,CollateBox,,,,LetsVenture,Seed Funding,180000,
148,20/03/2015,Mahindra First Choice,,,,Valiant Capital,Private Equity,15000000,Series B
149,21/03/2015,Round One,,,,"HT Media, Arun Duggal",Seed Funding,,
150,23/03/2015,RazorPay,,,,Y Combinator,Seed Funding,120000,
151,23/03/2015,Mosambee,,,,RVCF and SIDBI,Private Equity,,Series B
152,24/03/2015,Furlenco,,,,LightBox Ventures,Private Equity,6000000,Series A
153,24/03/2015,Cubito,,,,Sol Primero,Seed Funding,160000,
154,25/03/2015,Teabox,,,,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,6000000,Series A
155,25/03/2015,Artoo,,,,"Accion Venture Labs, Rianta Capital",Private Equity,500000,Series A
156,25/03/2015,Fxkart.com,,,,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,2000000,
157,25/03/2015,Rozgar Mela,,,,"Impact Investment Holding, Upaya Social Ventures",Seed Funding,,
158,25/03/2015,OYO Rooms,,,,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,25000000,Series A
159,26/03/2015,Roposo.com,,,,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,5000000,Series A
160,26/03/2015,Teewe,,,,"Sequoia Capital, India Quotient",Seed Funding,1750000,
161,26/03/2015,ePoise,,,,Undisclosed,Seed Funding,,
162,27/03/2015,Urjas,,,,Solidarity Venture Capital & others,Seed Funding,100000,
163,27/03/2015,Chargein,,,,Pittie Group,Seed Funding,100000,
164,28/03/2015,Yogurt Labs,,,,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,115000,
165,28/03/2015,LimeRoad.com,,,,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,30000000,
166,28/03/2015,Team Indus,,,,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Private Equity,1500000,Pre-Series A
167,30/03/2015,Arohan Financial Services,,,,Tano Capital,Private Equity,10000000,
168,30/03/2015,BillDesk,,,,TA Associates,Private Equity,75000000,Incremental Capital
169,31/03/2015,Triphobo,,,,"Mayfield Ventures, Kalaari Capital",Private Equity,3000000,Series B (More Here)
170,31/03/2015,Aryaka,,,,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",Private Equity,16000000,Series D
171,31/03/2015,Appsdaily,,,,"Zodius Capital, Ru-Net, Kalaari Capital,  Qualcomm Ventures",Private Equity,16000000,Series C
172,2015-03-04 00:00:00,Swiggy,Bangalore,Online Food Delivery,,"Accel Partners, SAIF Partners",Private Equity,2000000,Series A
173,2015-04-04 00:00:00,Bluegape,Gurgaon,Web Content Publishing,,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000,
174,2015-04-04 00:00:00,KeepTrax,Dallas / Hyderabad,Location Based App,,,Seed Funding,1000000,
175,2015-06-04 00:00:00,InstaLively,New Delhi,Video Streaming,,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000,
176,2015-07-04 00:00:00,Pricejugaad,Hyderabad,Price Comparison,,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000,
177,2015-07-04 00:00:00,Quikr,Mumbai,Online Classifieds,,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,150000000,Series G (Check prev funding details here)
178,2015-07-04 00:00:00,PressPlay,New Delhi,Travel Entertainment,,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000,
179,2015-07-04 00:00:00,LogiNext,Mumbai,Logistics Tech,,"Ajit Surana, Sanjay Mehta",Seed Funding,,
180,2015-08-04 00:00:00,FirstCry.com,Pune,eCommerce,,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures",Private Equity,10000000,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)"
181,2015-08-04 00:00:00,MobiKwik,Gurgaon,Digital / Mobile Wallet,,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000,Series B
182,2015-08-04 00:00:00,Olacabs,Bangalore,Cab Aggregator,,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000,Series E (Updated from 315M to 400M after Press Release)
183,2015-09-04 00:00:00,Gadgetwood,New Delhi,Device Repair Svcs,,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,Nitin Singhal & Others",Seed Funding,200000,
184,2015-09-04 00:00:00,Bonhomia,New Delhi,Premium Beverages,,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000,
185,2015-09-04 00:00:00,Changer Mints,Kolkata,Digital / Mobile Wallet,,Hyderabad based investor,Seed Funding,165000,
186,2015-09-04 00:00:00,Urban Ladder,Bangalore,"Online Furnishing , eCommerce",,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000,Series C
187,2015-09-04 00:00:00,Purple Squirrel,Mumbai,Ed-Tech,,"Matrix Partners India, India Quotient",Private Equity,,Series B
188,2015-10-04 00:00:00,Whatfix,Bangalore,Interactive  How-To Guides,,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000,
189,2015-10-04 00:00:00,iMMi Life,Chennai,Mobile Health Tech,,Unitus Seed Fund,Seed Funding,,
190,2015-11-04 00:00:00,Zomato,Gurgaon,Restaurant Reviews,,Info Edge (India),Private Equity,25000000,Late Stage
191,13/04/2015,ZopNow,Bangalore,Online Grocer,,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000000,Series B
192,13/04/2015,Nayi Disha,New Delhi,Ed-Tech,,"Ajay Relan,",Seed Funding,300000,
193,13/04.2015,The Porter,Mumbai,Logistics Tech,,Kae Capital,Seed Funding,500000,
194,13/04/2015,Commeasure,Noida,Online Hotel Booking,,Jungle Ventures,Seed Funding,1000000,
195,13/04/2015,Capricoast,Bangalore,Online Kitchen Furniture,,Accel Partners India,Seed Funding,1250000,
196,14/04/2015,LocalOye,Mumbai,Hyper-local Online Services,,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000000,Series A
197,15/04/2015,Grofers,Gurgaon,Hyper-Local Online/Mobile Grocery,,"Tiger Global, Sequoia Capital",Private Equity,35000000,Series B
198,15/04/2015,PepperTap,Gurgaon,Hyper-Local Online/Mobile Grocery,,"SAIF Partners, Sequoia Capital",Private Equity,10000000,Series A
199,15/04/2015,PolicyBazaar,Gurgaon,Online Policy Aggregator,,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,40000000,Series D
200,16/04/2015,UrbanClap,New Delhi,Hyperlocal Mobile Services Marketplace,,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600000,
201,16/04/2015,Taskbob,Mumbai,"OnDemand,Mobile Handyman Services",,"Orios Venture Partners, Mayfield India",Seed Funding,1200000,
202,17/04/2015,Robosoft,Udupi,Mobile App Development,,"Ascent Capital, Kalaari Capital",Private Equity,12000000,Series B
203,18/04/2015,Doormint,Mumbai,On-Demand Handyman Services,,Powai Lake Ventures,Seed Funding,,
204,20/04/2015,Vyomo,Gurgaon,Beauty & Wellness Mobile App,,YouWeCan Ventures,Seed Funding,,
205,20/04/2015,Pastiwala,Vadodara,Material Collection & Recycling,,Agnus Capital,Private Equity,4000000,Series A
206,20/04/2015,1mg (Healthkartplus),Gurgaon,Online Pharmacy & Drug DB,,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,6000000,Series A
207,20/04/2015,Freshdesk,Chennai,Online / Mobile Customer Support,,"Tiger Global, Google Capital & Accel Partners",Private Equity,50000000,Series E
208,20/04/2015,Sulekha.com,Chennai,Online Classifieds & Listings,,GIC ventures,Private Equity,28000000,Series C
209,22/04/2015,FindYahan,New Delhi,Hyperlocal services marketplace,,The Phoenix Fund,Private Equity,,Series A
210,22/04/2015,Eat.Shop.Love,Bangalore,Fashion ECommerce,,Undisclosed Investor,Private Equity,3500000,Series A
211,22/04/2015,Avanti Learning,New Delhi,Private Coaching Centers,,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,1500000,Series A
212,23/04/2015,Simplilearn,Bangalore,Online Certification Courses,,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,15000000,Series C
213,23/04/2015,Craftstvilla,Mumbai,Ethnic Product eCommerce,,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,18000000,Series B
214,23/04/2015,HeadOut,Bangalore / SFO,Last Minute Travel Deals mobile marketplace,,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,1800000,
215,23/04/2015,happay,Bangalore,business expense management,,AngelPrime,Seed Funding,500000,
216,23/04/2015,Jugnoo,Chandigarh,Auto Rickshaw based Logistics,,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,1000000,
217,23/04/2015,EazyDiner,New Delhi,Restaurant reservation app,,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,,
218,23/04/2015,Phone Warrior,New Delhi,Spam Call block App,,Lightspeed Ventures,Seed Funding,,Pre-Series A
219,24/04/2015,Coverfox,Mumbai,Online Insurance Aggregator,,"Accel US, Accel India, SAIF Partners.",Private Equity,12000000,Series B
220,27/04/2015,Torqus,Pune,Restaurant Management Platform,,S S Mukherji & Others,Seed Funding,350000,
221,27/04/2015,Grab,Mumbai,Food Logistics & Delivery,,"Oliphans Capital, Haresh Chawla",Seed Funding,1000000,
222,27/04/2015,LogicRoots,Jaipur,Interactive Educational Games,,"Ah! Ventures, Calcutta Angels,  91SpringBoard",Seed Funding,400000,
223,27/04/2015,GIBBS,New Delhi,Clean Tech,,Infuse Ventures fund,Private Equity,,Series B
224,28/04/2015,Babajobs,Bangalore,Grey collar Job Board,,SEEK Ltd & affiliates,Private Equity,10000000,Series B
225,28/04/2015,Urban Ladder,Bangalore,Online Furniture ecommerce,,"Anand Rajaraman, Venky Harinarayan",Private Equity,,Series D
226,28/04/2015,Jay Robotix,Hyderabad,Robotic Program learning,,Cross Border Angels & others,Seed Funding,250000,
227,28/04/2015,Naaptol.com,Mumbai,Tele-Shopping / eCommerce,,Mitsui & Co & existing investors,Private Equity,21500000,Series C
228,29/04/2015,ReGlobe,Gurgaon,Used Gadgets Buy / Refurbishing,,"Bessemer Ventures, Blume Ventures",Seed Funding,1000000,
229,29/04/2015,Icertis,Pune / US,Cloud Enterprise Software,,"Greycroft Partners, Fidelity Growth Partners",Private Equity,6000000,Series A
230,29/04/2015,Tracxn,Bangalore,Startup Analytics platform,,SAIF Partners,Private Equity,3500000,Series A
231,29/04/2015,Dazo,Bangalore,Mobile Food Ordering app,,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,,
232,29/04/2015,Tradelab,Bangalore,Financial Markets Software,,Rainmatter,Seed Funding,400000,
233,29/04/2015,PiQube,Chennai,Hiring Analytics platform,,The HR Fund,Seed Funding,500000,
234,29/04/2015,Travel Triangle,Noida,Online Travel Marketplace,,"Bessemer Venture Partners, SAIF Partners",Private Equity,8000000,Series B
235,2015-01-05 00:00:00,Foodpanda,Gurgaon,Online Food Delivery,,"Goldman Sachs, Rocket Internet",Private Equity,100000000,Series D
236,2015-01-05 00:00:00,Termsheet,Chennai,Fund Raising Platform,,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000,
237,2015-04-05 00:00:00,Applicate,Bangalore,Workforce Management Software,,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000,
238,2015-04-05 00:00:00,World Art Community,Gurgaon,Online Art Marketplace,,Viraj Tyagi & others,Seed Funding,200000,
239,2015-04-05 00:00:00,SpoonJoy,Bangalore,Online Food Delivery,,SAIF Partners,Seed Funding,1000000,
240,2015-05-05 00:00:00,Seed Schools,Hyderabad,Affordable Education,,Acumen Fund,Seed Funding,650000,
241,2015-05-05 00:00:00,Ignis Careers,Hyderabad,Career Development,,Acumen Fund,Seed Funding,250000,
242,2015-05-05 00:00:00,Square Yards,Gurgaon,Real Estate Advisory,,Undisclosed Investors,Private Equity,6000000,pre-Series A
243,2015-05-05 00:00:00,Fintellix,Bangalore,Banking Analytics Platform,,"IDG Ventures, Sequoia Capital",Private Equity,15000000,Series C
244,2015-05-05 00:00:00,Customer360,Mumbai,Customer Engagement Platform,,Vishwas Patel,Seed Funding,,
245,2015-06-05 00:00:00,Delhivery,Gurgaon,Ecommerce Logistics,,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000,Series D
246,2015-06-05 00:00:00,Swiggy,Bangalore,Online Food Delivery,,Norwest Venture Partners,Private Equity,15000000,Series B
247,2015-07-05 00:00:00,Uniphore,Chennai,Speech Recognition Solutions,,"IDG Ventures, Kris Gopalakrishnan",Private Equity,,Series A
248,2015-07-05 00:00:00,Box8,Mumbai,Online Food Delivery,,Mayfield Ventures,Private Equity,3500000,Series A
249,2015-07-05 00:00:00,Toppr,Mumbai,Online Education Platform,,"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",Private Equity,10000000,Series B
250,2015-07-05 00:00:00,Vedantu,Bangalore,Online Education Platform,,"Accel Partners, Tiger Global Management",Private Equity,5000000,Series A
251,2015-08-05 00:00:00,BuyHatke,Bangalore,Online Product Comparison,,"S.Gopalakrishnan, Beenos",Seed Funding,1000000,
252,2015-08-05 00:00:00,KleverKid,New Delhi,Online Education Platform,,Aarin Capital Partners,Seed Funding,,
253,2015-08-05 00:00:00,Uniken,Pune,Online Security Platform,,Exfinity Ventures,Private Equity,2000000,Bridge Round Pre-Series B
254,2015-08-05 00:00:00,GrandOpinion,New Delhi,Online Medical Diagnostic,,Florida based Angel investor,Seed Funding,150000,
255,2015-08-05 00:00:00,HealthifyMe,Bangalore,Health & Fitness App,,Micromax Informatics,Private Equity,,Strategic Investment
256,2015-12-05 00:00:00,ZapStitch,Bangalore,Cloud Data Integration Platform,,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000,Pre-Series A
257,2015-12-05 00:00:00,Wassup,Chennai,Mobile Laundry Cleaning Service,,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000,Pre-Series A
258,12/05.2015,Mobiefit,Goa,Mobile Fitness App,,Prototyze,Seed Funding,,
259,12/05.2015,Plancess,Mumbai,Online Education Platform,,"Rajendra Gogri,  Chandrakant Gogri",Seed Funding,2000000,
260,2015-12-05 00:00:00,WorkHorse,Mumbai,Service-On-Demand Mobile App,,Undisclosed Investors,Seed Funding,,
261,13/05/2015,Innovaccer,Noida,Intelligent Data Analytics,,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,,
262,13/05/2015,MyCuteOffice,Mumbai,Online Office Rental,,Lead Angels,Seed Funding,,
263,14/05/2015,IndianRoots.com,Gurgaon,Lifestyle Ecommerce Portal,,KJS Group,Private Equity,5000000,Series B
264,14/05/2015,RedPolka,Mumbai,Online Fashion Aggregator,,Undisclosed Investors,Seed Funding,250000,
265,15/05/2015,Venturesity,Bangalore,Online Job skills Showcase,,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270000,
266,18/05/2015,TheBetterIndia.com,Bangalore,Online News Media,,Mohandas Pai,Seed Funding,,Pre-Series Bridge
267,18/05/2015,Awaaz De,Ahmedabad,Enterprise Communication Platform,,Samir Shah,Seed Funding,,
268,19/05/2015,Chaayos,New Delhi,Offline Tea Chain,,Tiger Global Management,Private Equity,1000000,Series A
269,19/05/2015,Akosha,New Delhi,Business Messaging App,,Sequoia Capital,Private Equity,16000000,Series B
270,19/05/2015,Cooey,Bangalore,Health Mobile App,,Subhash Goyal,Seed Funding,470000,
271,19/05/2015,MeetUniv,Noida,Online Ed-Tech Platform,,Peesh Venture Capital,Seed Funding,1000000,
272,19/05/2015,Inspirock,,Online Travel Planning,,MakeMyTrip Innovation Fund,Private Equity,,
273,19/05/2015,Crown-it,,Hyperlocal Mobile Marketplace,,"Accel Partners, Helion Venture Partners",Private Equity,5500000,Series A
274,19/05/2015,Trucksfirst,,Trucking Logistic Operations,,SAIF partners,Private Equity,10000000,Series A
275,20/05/2015,Lookup,,B2C Messaging App,,Biz Stone,Private Equity,3000000,Series A
276,21/05/2015,SunTerrace,,Rooftop Solar Plants,,Sunergy Investors,Private Equity,,
277,22/05/2015, Nudgespot,,Customer Engagement Platform,,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,625000,
278,22/05/2015,CarDekho,,Online Car Portal,,HDFC Bank,Private Equity,,1% stake
279,22/05/2015,EveningFlavors,,Online Table Reservation,,Sandiep Shrivatsava,Seed Funding,500000,
280,25/05/2015,Razorpay,,Online Payment Gateway,,Punit Soni,Seed Funding,,
281,25/05/2015,ZenParent,,Parents focused Web Content,,i2india Ventures,Seed Funding,500000,
282,25/05/2015,Newgen Payments,,Payments Solution Provider,,Jan Manten,Seed Funding,,
283,26/05/2015,UrbanPro,,On-demand Service marketplace,,Nirvana Venture Advisors,Private Equity,2000000,Series A
284,26/05/2015,Goodbox,,On-Demand Business messaging,,Manipal Group,Seed Funding,200000,
285,26/05/2015,Renderlogy,,Online Home Décor,,Astarc Ventures,Private Equity,1000000,Series A
286,27/05/2015,Postman,,API Workflow platform,,Nexus Venture Partners,Seed Funding,1000000,Series A
287,27/05/2015,Casa2inns,,Affordable Hotel Booking Online,,"Accel Partners, Kalaari Capital",Private Equity,5000000,Series A
288,27/05/2015,FleetRover,,Logistics Intelligence,,"Tim Chen, Sanjay Venkat",Seed Funding,180000,
289,28/05/2015,TheKarrier,,Last Mile Logistics,,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240000,
290,28/05/2015,Zoomcar,,Self-driven Car rental,,Sequoia Capital,Private Equity,5000000,Series B Interim Funding
291,28/05/2015,Truweight,,Weight Management Service,,Kalaari Capital,Private Equity,,Series A
292,30/05/2015,Ather Energy,,Electric Scooter Manufacturer,,Tiger Global,Private Equity,12000000,Series A
293,2015-01-06 00:00:00,Vyomo,New Delhi,Beauty and Wellness Platform,,Aprameya Radhakrishna,Seed Funding,,
